field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14
HDB-M4-080M236X,"RECT POWER CONN, RCPT, 80POS, 4ROW",Manufacturer:AMPHENOL AEROSPACE=Manufacturer Part No:HDB-M4-080M236X=Order Code:3819637,No. of Contacts:80Contacts=Product Range:HDB-M4 Series=Connector Mounting:Panel Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Beryllium Copper=Contact Plating:Tin Lead Plated Contacts=Connector Shell Size:-=No. of Rows:4Rows,,,,£137.15,1+:£137.15=5+:£135.35=10+:£132.56=25+:£125.21=50+:£121.59,"Country of Origin:Mexico, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Y-Ex  =RoHS Phthalates Compliant:Yes , +,  =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.015876=Product traceability:Date/Lot Code",70AJ6147-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
HDB-M4-060M246X,"RECT POWER CONN, RCPT, 60POS, 4ROW",Manufacturer:AMPHENOL AEROSPACE=Manufacturer Part No:HDB-M4-060M246X=Order Code:3819633,No. of Contacts:60Contacts=Product Range:HDB-M4 Series=Connector Mounting:Panel Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Beryllium Copper=Contact Plating:Tin Lead Plated Contacts=Connector Shell Size:-=No. of Rows:4Rows,,,,£108.69,1+:£108.69=5+:£104.22=10+:£99.74=25+:£95.91=50+:£92.72=100+:£87.60,"Country of Origin:Mexico, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Y-Ex  =RoHS Phthalates Compliant:Yes , +,  =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.015876",70AJ6147-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
HDB-M4-060M232X,"RECT POWER CONN, RCPT, 60POS, 4ROW",Manufacturer:AMPHENOL AEROSPACE=Manufacturer Part No:HDB-M4-060M232X=Order Code:3819629,No. of Contacts:60Contacts=Product Range:HDB-M4 Series=Connector Mounting:Panel Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Beryllium Copper=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:4Rows,,,,£155.10,1+:£155.10=5+:£149.41=10+:£143.73=25+:£138.56=50+:£137.52,"Country of Origin:Mexico, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Y-Ex  =RoHS Phthalates Compliant:Yes , +,  =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.015876=Product traceability:Date/Lot Code",70AJ6147-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
HDB-M4-120M226X,"RECT POWER CONN, RCPT, 120POS, 4ROW",Manufacturer:AMPHENOL AEROSPACE=Manufacturer Part No:HDB-M4-120M226X=Order Code:3819641,No. of Contacts:120Contacts=Product Range:HDB-M4 Series=Connector Mounting:Panel Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Beryllium Copper=Contact Plating:Tin Lead Plated Contacts=Connector Shell Size:-=No. of Rows:4Rows,,,,£181.78,1+:£181.78=5+:£179.41=10+:£175.72=25+:£165.97=50+:£161.15,"Country of Origin:Mexico, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Y-Ex  =RoHS Phthalates Compliant:Yes , +,  =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.015876=Product traceability:Date/Lot Code",70AJ6147-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
HDB-D4-060M032X,"RECT POWER CONN, HDR, 60POS, 4ROW",Manufacturer:AMPHENOL AEROSPACE=Manufacturer Part No:HDB-D4-060M032X=Order Code:3819610,No. of Contacts:60Contacts=Product Range:HDB-D4 Series=Connector Mounting:Panel Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:-=Gender:Header=Contact Gender:Pin=Contact Material:Beryllium Copper=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:4Rows,,,,£172.80,1+:£172.80=5+:£166.47=10+:£160.13=25+:£154.37=50+:£153.22,"Country of Origin:Mexico, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Y-Ex  =RoHS Phthalates Compliant:Yes , +,  =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.015876=Product traceability:Date/Lot Code",70AJ6147-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
HDB-D4-120M026X,"RECT POWER CONN, HDR, 120POS, 4ROW",Manufacturer:AMPHENOL AEROSPACE=Manufacturer Part No:HDB-D4-120M026X=Order Code:3819623,No. of Contacts:120Contacts=Product Range:HDB-D4 Series=Connector Mounting:Panel Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:-=Gender:Header=Contact Gender:Pin=Contact Material:Beryllium Copper=Contact Plating:Tin Lead Plated Contacts=Connector Shell Size:-=No. of Rows:4Rows,,,,£190.82,1+:£190.82=5+:£188.33=10+:£184.44=25+:£174.22=50+:£169.17,"Country of Origin:Mexico, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Y-Ex  =RoHS Phthalates Compliant:Yes , +,  =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.015876=Product traceability:Date/Lot Code",70AJ6147-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
HDB-D4-080M026X,"RECT POWER CONN, HDR, 80POS, 4ROW",Manufacturer:AMPHENOL AEROSPACE=Manufacturer Part No:HDB-D4-080M026X=Order Code:3819615,No. of Contacts:80Contacts=Product Range:HDB-D4 Series=Connector Mounting:Panel Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:-=Gender:Header=Contact Gender:Pin=Contact Material:Beryllium Copper=Contact Plating:Tin Lead Plated Contacts=Connector Shell Size:-=No. of Rows:4Rows,,,,£135.58,1+:£135.58=5+:£130.61=10+:£125.65=25+:£121.13=50+:£120.22,"Country of Origin:Mexico, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Y-Ex  =RoHS Phthalates Compliant:Yes , +,  =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.015876=Product traceability:Date/Lot Code",70AJ6147-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
HDB-D4-120M022X,"RECT POWER CONN, HDR, 120POS, 4ROW",Manufacturer:AMPHENOL AEROSPACE=Manufacturer Part No:HDB-D4-120M022X=Order Code:3819622,No. of Contacts:120Contacts=Product Range:HDB-D4 Series=Connector Mounting:Panel Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:-=Gender:Header=Contact Gender:Pin=Contact Material:Beryllium Copper=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:4Rows,,,,£283.76,1+:£283.76=5+:£273.35=10+:£262.94=25+:£253.48,"Country of Origin:Mexico, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Y-Ex  =RoHS Phthalates Compliant:Yes , +,  =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.015876=Product traceability:Date/Lot Code",70AJ6147-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
HDB-M4-060M226X,"RECT POWER CONN, RCPT, 60POS, 4ROW",Manufacturer:AMPHENOL AEROSPACE=Manufacturer Part No:HDB-M4-060M226X=Order Code:3819628,No. of Contacts:60Contacts=Product Range:HDB-M4 Series=Connector Mounting:Panel Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Beryllium Copper=Contact Plating:Tin Lead Plated Contacts=Connector Shell Size:-=No. of Rows:4Rows,,,,£115.32,1+:£115.32=5+:£110.57=10+:£105.82=25+:£101.75=50+:£98.35,"Country of Origin:Mexico, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Y-Ex  =RoHS Phthalates Compliant:Yes , +,  =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.01633=Product traceability:Date/Lot Code",70AJ6147-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
HDB-D4-080M032X,"RECT POWER CONN, HDR, 80POS, 4ROW",Manufacturer:AMPHENOL AEROSPACE=Manufacturer Part No:HDB-D4-080M032X=Order Code:3819616,No. of Contacts:80Contacts=Product Range:HDB-D4 Series=Connector Mounting:Panel Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:-=Gender:Header=Contact Gender:Pin=Contact Material:Beryllium Copper=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:4Rows,,,,£209.52,1+:£209.52=5+:£201.84=10+:£194.15=25+:£187.17,"Country of Origin:Mexico, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Y-Ex  =RoHS Phthalates Compliant:Yes , +,  =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.015876=Product traceability:Date/Lot Code",70AJ6147-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
26-4200-8S.,"RACK & PANEL CONNECTOR, FEMALE, 8 POSITION, SOLDER",Manufacturer:COOPER INTERCONNECT=Manufacturer Part No:26-4200-8S.=Order Code:1312560=Technical Datasheet: 26-4200-8S.  Datasheet,No. of Contacts:8Contacts=Product Range:26 Series=Connector Mounting:Cable Mount=Contact Termination Type:Solder=Pitch Spacing:4.57mm=Contact Gender:Socket=Contact Material:Phosphor Bronze=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£54.53,1+:£54.53=10+:£52.69=25+:£43.51,"Country of Origin:United States, , Country in which last significant manufacturing process was carried out=Tariff No:85366910, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.016557",4470255.jpg,119410.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLB08F300A1/AA.,"RECTANGULAR PWR CONNECTOR, RCPT, 8POS",Manufacturer:POSITRONIC=Manufacturer Part No:PLB08F300A1/AA.=Order Code:3473538,No. of Contacts:8Contacts=Product Range:PLB Series=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£25.38,1+:£25.38=10+:£22.60=25+:£21.82=50+:£20.44=100+:£19.16,"Country of Origin:United States, , Country in which last significant manufacturing process was carried out=Tariff No:85369095, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.009798",67AH5565-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
C10-752159-000,"RECTANGULAR POWER CONN, PLUG, 2POS, 13MM",Manufacturer:AMPHENOL INDUSTRIAL=Manufacturer Part No:C10-752159-000=Order Code:3931609,No. of Contacts:2Contacts=Product Range:Amphe-PD Series=Connector Mounting:Cable Mount=Contact Termination Type:Crimp=Pitch Spacing:13mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:-=Contact Plating:Silver=Connector Shell Size:-=No. of Rows:1Rows,,,,£15.53,1+:£15.53=5+:£15.09=10+:£14.65=25+:£14.27=50+:£13.90=100+:£13.43,"Country of Origin:China, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.038102=Product traceability:Date/Lot Code",NoImageIcon.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
STAK 200,"Rectangular Power Connector, Cable, 3 Contacts, ST, Cable Mount, Screw, Receptacle",Manufacturer:HIRSCHMANN=Manufacturer Part No:STAK 200=Order Code:3344514=Product Range:ST=Technical Datasheet: STAK 200  Datasheet,"No. of Contacts:3Contacts=Product Range:ST=Connector Mounting:Cable Mount=Contact Termination Type:Screw=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:-=Contact Material:Copper, Zinc=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows","The STAK 200 is a 2+PE-contact Cable Socket with tin-plated contacts, PG 7 cable gland, strain relief, coding fin. The ST-series cable socket/power connector with PA contact bearer and housing. Screw type of termination. It features UL94V-0 flame-rated contact bearer and UL94HB flame-rated housing. Suitable for 4 to 6.5mm cables.",Grey housing=Maximum 1.5mm² conductor size=250VAC/DC Rated voltage=16/10A AC/DC Current,Industrial,£6.21,1+:£6.21=10+:£5.64=100+:£5.18=250+:£4.89=500+:£4.73=1000+:£4.54,"Country of Origin:India, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Not applicable =RoHS Phthalates Compliant:Not applicable =SVHC:Lead (27-Jun-2018) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.02",3344514-40.jpg,2167174.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
207016-1..,"Rectangular Power Connector, 4 Contacts, Metrimate, Cable Mount, Crimp, 5 mm, Plug",Manufacturer:AMP - TE CONNECTIVITY=Manufacturer Part No:207016-1..=Order Code:1654479=Product Range:Metrimate=Technical Datasheet: 207016-1..  Datasheet,No. of Contacts:4Contacts=Product Range:Metrimate=Connector Mounting:Cable Mount=Contact Termination Type:Crimp=Pitch Spacing:5mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Connector Shell Size:-=No. of Rows:-,,,,£1.66,1+:£1.66=10+:£1.44=100+:£1.27=250+:£1.22=500+:£1.16=1000+:£1.00,"Country of Origin:United States, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.00568",1654479-40.jpg,1643331.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
GDM2009.GREY,"Rectangular Power Connector, Grey, 2+E, 2 Contacts, Cable Mount, Screw, Receptacle",Manufacturer:HIRSCHMANN=Manufacturer Part No:GDM2009.GREY=Order Code:1215298=Technical Datasheet: GDM2009.GREY  Datasheet,No. of Contacts:2Contacts=Product Range:-=Connector Mounting:Cable Mount=Contact Termination Type:Screw=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Brass=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:-,The GDM2009.GREY is a 2-pole male rectangular Power Connector with tin-plated contacts and M3x35 central screw. It is suitable for use with 4.5 to 7mm diameter cable.,PG7 Cable gland=1.5mm² Maximum conductor size=250VAC/DC Rated voltage=16A Rated current=<=4mR Contact resistance=IP65 Protection,"Automation & Process Control, Industrial",£1.99,1+:£1.99=10+:£1.75=100+:£1.57=250+:£1.45=500+:£1.36=1000+:£1.26,"Country of Origin:Germany, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (27-Jun-2018) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.03",1215298-40.jpg,23698.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
66200211122,"Rectangular Power Connector, 2 Contacts, WR-MPC3, PCB Mount, Through Hole, 3 mm, Header",Manufacturer:WURTH ELEKTRONIK=Manufacturer Part No:66200211122=Order Code:2113504=Product Range:WR-MPC3=Technical Datasheet: 66200211122  Datasheet,No. of Contacts:2Contacts=Product Range:WR-MPC3=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:3mm=Contact Gender:Pin=Contact Material:Copper=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,"The 66200211122 is a 2-way 1-row black through-hole vertical Male Header, stamped contacts, 3mm pitch. This WR-MPC3 series header with tin plated copper alloy contacts, LCP insulator. It mates with 6200xx113322.",5A Current rating=250VAC Voltage rating=UL94V-0 Flammability rating,Industrial,£0.243,10+:£0.243=100+:£0.195=500+:£0.194=1000+:£0.183=2500+:£0.179=5000+:£0.176,"Country of Origin:China, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.00045",2113504-40.jpg,66201211122.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
1-776163-1,"Rectangular Power Connector, 35 Contacts, AMPSEAL, PCB Mount, Through Hole, 4 mm, Header",Manufacturer:AMP - TE CONNECTIVITY=Manufacturer Part No:1-776163-1=Order Code:2254629=Product Range:AMPSEAL=Technical Datasheet: 1-776163-1  Datasheet,No. of Contacts:35Contacts=Product Range:AMPSEAL=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:4mm=Contact Gender:Pin=Contact Material:Brass=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:3Rows,"The 1-776163-1 is a 35-position 3-row horizontal Rectangular Header with tin-plated brass contacts and white glass filled PBT housing. The AMPSEAL series sealed connector supports through-hole solder termination method‰Ûäand boardlocks PCB mount retention type.‰ÛäIt is suitable for power, signal circuit application.‰Ûä",With PCB mount retention=IP6K9K Protection rating=Rugged,Automotive,£15.93,1+:£15.93=10+:£14.61=25+:£13.18=100+:£12.84=250+:£12.58=500+:£12.40,"Country of Origin:United States, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.039992",2254629-40.jpg,DDEController,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
STAS3N,"Rectangular Power Connector, Cable, 3 Contacts, Cable Mount, Screw, Plug",Manufacturer:HIRSCHMANN=Manufacturer Part No:STAS3N=Order Code:1176406=Technical Datasheet: STAS3N  Datasheet,No. of Contacts:3Contacts=Product Range:-=Connector Mounting:Cable Mount=Contact Termination Type:Screw=Pitch Spacing:-=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Brass=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,"The STAS3N is a 3+PE-contact Cable Plug with tin-plated contacts, PG 11 cable gland, strain relief. The ST-series cable plug/power connector with PA contact bearer and housing. Screw type of termination. It features UL94V-0 flame-rated contact bearer and UL94HB flame-rated housing. Suitable for 6 to 10mm cables.",Grey housing=Maximum 1.5mm² conductor size=250VAC/DC Rated voltage=16/10A AC/DC Current,Industrial,£5.30,1+:£5.30=10+:£5.19=100+:£5.09=250+:£4.98=500+:£4.88=1000+:£4.77,"Country of Origin:India, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (27-Jun-2018) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.034",1176406-40.jpg,1724771.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
STASEI2,"Rectangular Power Connector, Panel Mount, 2 Contacts, Hirschmann - ST, Panel Mount, Screw, Plug",Manufacturer:HIRSCHMANN=Manufacturer Part No:STASEI2=Order Code:495013=Product Range:Hirschmann - ST=Technical Datasheet: STASEI2  Datasheet,No. of Contacts:2Contacts=Product Range:Hirschmann - ST=Connector Mounting:Panel Mount=Contact Termination Type:Screw=Pitch Spacing:-=Gender:Plug (View Associated Connectors)=Contact Gender:-=Contact Material:Brass=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,"The STASEI2 is a 2+PE-contact Connector with tin-plated contacts, added gasket. The ST-series cable plug/power connector with PA contact bearer and housing. Screw type of termination and Schrauben mounting. It features UL94V-0 flame-rated contact bearer and UL94HB flame-rated housing.",Grey housing=Maximum 1.5mm² conductor size=250VAC/DC Rated voltage=16/10A AC/DC Current=<=5mR Contact resistance=3 Pollution severity,Industrial,£3.85,1+:£3.85=10+:£3.49=100+:£3.21=250+:£3.03=500+:£2.93=1000+:£2.81,"Country of Origin:Germany, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (27-Jun-2018) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.012",495013-40.jpg,309030.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
154719-2,"Rectangular Power Connector, Housing, 1 Contacts, 250, Cable Mount, Crimp, Receptacle",Manufacturer:AMP - TE CONNECTIVITY=Manufacturer Part No:154719-2=Order Code:148167=Product Range:250=Technical Datasheet: 154719-2  Datasheet,No. of Contacts:1Contacts=Product Range:250=Connector Mounting:Cable Mount=Contact Termination Type:Crimp=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Brass=Connector Shell Size:-=No. of Rows:-,The 154719-2 is a 1-pole polarized female Crimp Terminal Housing for use with printed circuit board and wire/cable. It is made of red glass-filled polyamide 6.6 body.,,Industrial,£0.0683,100+:£0.0683=1000+:£0.0546=2500+:£0.052=5000+:£0.0494=10000+:£0.0452=20000+:£0.0443,"Country of Origin:Italy, , Country in which last significant manufacturing process was carried out=Tariff No:85472000, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000454",148167-40.jpg,DDEController,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
STAS 200,"Rectangular Power Connector, Cable, 3 Contacts, Cable Mount, Screw, Plug",Manufacturer:HIRSCHMANN=Manufacturer Part No:STAS 200=Order Code:8313105=Technical Datasheet: STAS 200  Datasheet,No. of Contacts:3Contacts=Product Range:-=Connector Mounting:Cable Mount=Contact Termination Type:Screw=Pitch Spacing:-=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Brass=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,"The STAS 200 is a 2+PE-contact Cable Plug with tin-plated contacts, PG 7 cable gland, strain relief, coding fin. The ST-series cable socket/rectangular connector with PA contact bearer and housing. Screw type of termination. It features UL94V-0 flame-rated contact bearer and UL94HB flame-rated housing. Suitable for 4 to 6.5mm cables.",Grey housing=Maximum 1.5mm² conductor size=250VAC/DC Rated voltage=16/10A AC/DC Current,Industrial,£4.84,1+:£4.84=10+:£4.52=100+:£4.19=250+:£3.99=500+:£3.84=1000+:£3.64,"Country of Origin:India, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (27-Jun-2018) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.021",8313105-40.jpg,2167582.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
GDM3011.BLACK,"Rectangular Power Connector, 3+E, 3 Contacts, Cable Mount, Screw, Receptacle",Manufacturer:HIRSCHMANN=Manufacturer Part No:GDM3011.BLACK=Order Code:1215302=Technical Datasheet: GDM3011.BLACK  Datasheet,No. of Contacts:3Contacts=Product Range:-=Connector Mounting:Cable Mount=Contact Termination Type:Screw=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Brass=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:-,"The GDM3011.BLACK is a 3+PE-contact Cable Socket with tin-plated contact, PG 11 cable gland, central screw M3 x 35. The field attachable valve connector with PA contact bearer and housing. Screw type of termination and central nut mounting. Meets DIN EN 175 301-803-A standard. It features 94HB flame-rated housing and contact bearer. Suitable for 6 to 9mm cables.",Black housing=Maximum 1.5mm² conductor size=250VAC/DC Rated voltage=16A Rated current=<=4mR Contact resistance=3 Pollution severity,Industrial,£2.14,1+:£2.14=10+:£1.87=100+:£1.68=250+:£1.55=500+:£1.45=1000+:£1.35,"Country of Origin:Germany, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (27-Jun-2018) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.036",1215302-40.jpg,23705.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
